year	sexo	estud_gr	edad_gr	min_t	p20_t	p40_t	p60_t	p80_t	max_t
2007	1	2	6	0	2	3	5	6	12
2007	1	2	7	0	1	3	4	6	14
2007	1	2	8	0	0	0	0	0	17
2007	1	2	99	3	4	5	7	9	16
2007	1	3	1	0	0	0	0	22	69
2007	1	3	2	0	5	8	13	18	30
2007	1	3	3	0	4	5	9	12	23
2007	1	3	4	0	3	3	4	6	13
2007	1	3	5	0	1	2	3	4	9
2007	1	3	6	0	0	1	2	3	7
2007	1	3	7	0	0	1	2	4	17
2007	1	3	8	0	0	0	0	0	31
2007	1	3	99	0	3	4	4	5	8
2007	1	99	1	7	16	22	24	30	41
2007	1	99	2	1	8	10	12	16	22
2007	1	99	3	1	5	6	8	10	27
2007	1	99	4	1	4	5	6	7	17
2007	1	99	5	1	3	4	5	7	11
2007	1	99	6	0	2	3	4	7	15
2007	1	99	7	0	2	3	5	8	11
2007	1	99	8	0	0	0	0	1	12
2007	1	99	99	3	4	5	6	9	16
2007	6	1	1	0	21	29	46	55	100
2007	6	1	2	0	0	17	27	39	100
2007	6	1	3	0	4	17	30	41	100
2007	6	1	4	0	3	12	22	35	100
2007	6	1	5	2	12	16	22	27	56
2007	6	1	6	0	7	10	13	19	66
2007	6	1	7	0	4	8	11	19	51
2007	6	1	8	0	0	0	0	0	55
2007	6	1	99	4	9	13	16	20	73
2007	6	2	1	6	21	32	37	45	68
2007	6	2	2	4	13	16	21	25	49
2007	6	2	3	0	6	11	15	19	57
2007	6	2	4	0	9	12	13	19	37
2007	6	2	5	4	8	9	12	15	28
2007	6	2	6	1	6	7	10	15	29
2007	6	2	7	0	4	6	8	13	30
2007	6	2	8	0	0	0	0	0	61
2007	6	2	99	3	9	11	13	18	34
2007	6	3	1	0	0	0	36	100	100
2007	6	3	2	0	11	13	17	26	44
2007	6	3	3	0	5	7	8	14	43
2007	6	3	4	0	4	5	8	11	26
2007	6	3	5	0	4	5	6	8	14
2007	6	3	6	0	2	3	4	6	11
2007	6	3	7	0	0	0	2	4	15
2007	6	3	8	0	0	0	0	0	0
2007	6	3	99	2	5	6	7	10	14
2007	6	99	1	3	24	31	36	44	68
2007	6	99	2	5	13	17	20	25	47
2007	6	99	3	2	7	9	12	18	51
2007	6	99	4	2	7	9	12	16	30
2007	6	99	5	3	7	9	11	14	21
2007	6	99	6	3	5	7	9	13	32
2007	6	99	7	2	4	6	8	12	23
2007	6	99	8	0	0	0	0	2	32
2007	6	99	99	3	8	9	11	16	29
2007	99	1	1	0	15	25	33	40	69
2007	99	1	2	0	8	15	20	31	51
2007	99	1	3	0	8	11	16	25	44
2007	99	1	4	0	6	10	13	21	57
2007	99	1	5	1	9	12	14	16	37
2007	99	1	6	2	4	6	8	13	43
2007	99	1	7	1	3	5	7	12	32
2007	99	1	8	0	0	0	0	2	27
2007	99	1	99	4	6	9	10	15	35
2007	99	2	1	12	20	24	29	34	47
2007	99	2	2	4	10	12	14	19	33
2007	99	2	3	2	5	8	11	15	39
2007	99	2	4	0	6	7	9	12	31
2007	99	2	5	2	5	6	8	10	17
2007	99	2	6	2	4	5	7	10	16
2007	99	2	7	0	3	5	6	8	16
2007	99	2	8	0	0	0	0	0	43
2007	99	2	99	3	6	7	9	12	22
2007	99	3	1	0	0	0	17	59	100
2007	99	3	2	0	9	13	17	21	39
2007	99	3	3	2	5	6	8	14	31
2007	99	3	4	1	4	5	6	9	15
2007	99	3	5	0	3	3	4	5	10
2007	99	3	6	0	1	2	3	4	8
2007	99	3	7	0	0	1	3	4	11
2007	99	3	8	0	0	0	0	0	31
2007	99	3	99	2	4	5	6	7	10
2007	99	99	1	12	21	26	29	34	44
2007	99	99	2	5	12	13	15	20	34
2007	99	99	3	2	6	8	10	13	35
2007	99	99	4	3	5	6	8	11	21
2007	99	99	5	2	5	6	7	10	14
2007	99	99	6	2	3	5	6	9	20
2007	99	99	7	1	3	4	6	9	13
2007	99	99	8	0	0	0	0	3	12
2007	99	99	99	3	6	7	8	11	20
2008	1	1	1	0	24	34	44	54	100
2008	1	1	2	0	7	20	28	36	73
2008	1	1	3	0	0	14	24	31	100
2008	1	1	4	0	5	12	18	28	61
2008	1	1	5	0	8	12	16	20	27
2008	1	1	6	1	5	7	12	16	24
2008	1	1	7	0	2	5	9	13	56
2008	1	1	8	0	0	0	0	0	21
2008	1	1	99	2	8	10	15	20	29
2008	1	2	1	13	25	28	35	42	65
2008	1	2	2	3	12	14	18	21	32
2008	1	2	3	2	8	11	13	15	25
2008	1	2	4	3	5	8	11	13	21
2008	1	2	5	2	4	6	7	10	17
2008	1	2	6	1	3	5	7	10	17
2008	1	2	7	0	2	4	5	9	21
2008	1	2	8	0	0	0	0	0	45
2008	1	2	99	4	6	8	10	13	19
2008	1	3	1	0	0	0	0	14	100
2008	1	3	2	0	8	11	15	23	66
2008	1	3	3	1	5	9	11	14	28
2008	1	3	4	0	2	3	5	8	23
2008	1	3	5	0	1	3	4	6	20
2008	1	3	6	0	1	1	3	5	8
2008	1	3	7	0	0	1	2	3	11
2008	1	3	8	0	0	0	0	0	0
2008	1	3	99	2	3	4	6	7	11
2008	1	99	1	15	26	30	36	45	63
2008	1	99	2	4	12	16	19	23	34
2008	1	99	3	4	8	11	14	17	23
2008	1	99	4	3	5	7	10	13	20
2008	1	99	5	2	5	6	8	10	15
2008	1	99	6	1	3	5	7	10	16
2008	1	99	7	0	3	4	5	9	29
2008	1	99	8	0	0	0	0	2	9
2008	1	99	99	4	6	7	10	12	17
2008	6	1	1	0	23	46	59	78	100
2008	6	1	2	0	12	27	40	52	100
2008	6	1	3	0	0	27	42	53	100
2008	6	1	4	0	6	17	28	39	100
2008	6	1	5	0	11	18	29	33	62
2008	6	1	6	0	7	11	16	26	74
2008	6	1	7	2	5	8	12	19	36
2008	6	1	8	0	0	0	0	10	52
2008	6	1	99	5	11	14	22	30	56
2008	6	2	1	12	31	37	47	53	86
2008	6	2	2	10	16	20	23	27	52
2008	6	2	3	4	10	13	17	22	51
2008	6	2	4	1	11	13	17	21	35
2008	6	2	5	5	10	12	15	21	26
2008	6	2	6	2	7	8	12	16	31
2008	6	2	7	0	5	7	11	15	71
2008	6	2	8	0	0	0	0	0	60
2008	6	2	99	7	11	13	16	23	28
2008	6	3	1	0	0	0	0	55	100
2008	6	3	2	0	11	15	21	25	39
2008	6	3	3	2	6	9	12	17	30
2008	6	3	4	0	5	7	10	13	33
2008	6	3	5	0	4	6	8	9	14
2008	6	3	6	0	2	3	4	6	13
2008	6	3	7	0	0	0	3	5	17
2008	6	3	8	0	0	0	0	0	22
2008	6	3	99	3	6	8	9	12	17
2008	6	99	1	14	34	42	46	55	74
2008	6	99	2	12	16	20	23	27	48
2008	6	99	3	4	9	12	18	22	44
2008	6	99	4	2	8	11	15	19	28
2008	6	99	5	4	8	10	15	19	22
2008	6	99	6	2	6	8	11	17	38
2008	6	99	7	2	5	6	9	15	28
2008	6	99	8	0	0	0	2	8	38
2008	6	99	99	6	9	11	15	21	29
2008	99	1	1	0	31	41	46	56	100
2008	99	1	2	0	16	27	32	37	70
2008	99	1	3	0	12	23	27	37	74
2008	99	1	4	0	10	15	21	26	58
2008	99	1	5	0	10	13	20	24	31
2008	99	1	6	2	7	10	14	19	39
2008	99	1	7	1	3	6	9	17	49
2008	99	1	8	0	0	0	1	6	27
2008	99	1	99	3	9	12	16	23	38
2008	99	2	1	14	29	34	40	44	63
2008	99	2	2	7	15	17	20	24	36
2008	99	2	3	4	10	12	14	18	28
2008	99	2	4	3	8	10	13	16	20
2008	99	2	5	4	7	8	11	14	20
2008	99	2	6	1	5	6	9	12	20
2008	99	2	7	1	4	5	7	11	27
2008	99	2	8	0	0	0	0	0	35
2008	99	2	99	5	8	10	13	17	22
2008	99	3	1	0	0	0	0	35	100
2008	99	3	2	0	12	14	18	22	41
2008	99	3	3	3	7	9	12	16	29
2008	99	3	4	0	4	5	8	11	19
2008	99	3	5	0	4	5	6	7	13
2008	99	3	6	0	2	2	4	5	8
2008	99	3	7	0	1	2	3	4	13
2008	99	3	8	0	0	0	0	0	7
2008	99	3	99	3	5	6	7	9	13
2008	99	99	1	21	29	36	41	47	60
2008	99	99	2	9	15	18	20	24	36
2008	99	99	3	4	9	12	14	19	29
2008	99	99	4	3	6	10	12	14	21
2008	99	99	5	3	6	8	10	13	17
2008	99	99	6	2	5	6	8	12	23
2008	99	99	7	1	4	5	7	12	29
2008	99	99	8	0	0	0	2	4	14
2008	99	99	99	5	8	9	12	16	21
2009	1	1	1	0	40	51	64	75	100
2009	1	1	2	0	29	42	48	56	88
2009	1	1	3	0	18	30	38	43	70
2009	1	1	4	0	14	26	33	40	61
2009	1	1	5	3	18	23	27	33	41
2009	1	1	6	2	11	15	21	26	37
2009	1	1	7	1	8	9	16	22	33
2009	1	1	8	0	0	0	0	0	11
2009	1	1	99	7	13	20	26	29	40
2009	1	2	1	13	38	47	54	61	86
2009	1	2	2	8	23	28	31	36	51
2009	1	2	3	4	14	19	24	29	37
2009	1	2	4	3	11	17	20	24	37
2009	1	2	5	3	10	12	16	20	27
2009	1	2	6	2	6	9	13	17	28
2009	1	2	7	0	5	7	10	13	36
2009	1	2	8	0	0	0	0	0	100
2009	1	2	99	8	12	14	18	23	29
2009	1	3	1	0	0	0	0	100	100
2009	1	3	2	0	10	18	30	36	81
2009	1	3	3	6	12	15	19	23	39
2009	1	3	4	0	4	6	9	13	23
2009	1	3	5	0	3	5	7	8	19
2009	1	3	6	0	1	3	5	7	13
2009	1	3	7	0	0	2	5	7	16
2009	1	3	8	0	0	0	0	0	26
2009	1	3	99	3	6	7	9	11	15
2009	1	99	1	17	40	49	56	64	87
2009	1	99	2	12	22	28	32	39	52
2009	1	99	3	10	16	19	23	28	37
2009	1	99	4	2	10	14	18	22	32
2009	1	99	5	4	9	11	14	19	26
2009	1	99	6	3	6	9	12	16	24
2009	1	99	7	1	6	8	12	15	24
2009	1	99	8	0	0	0	0	2	26
2009	1	99	99	8	11	13	17	22	27
2009	6	1	1	0	40	58	73	91	100
2009	6	1	2	0	17	35	54	71	100
2009	6	1	3	0	19	35	52	69	100
2009	6	1	4	0	19	33	45	62	100
2009	6	1	5	0	16	23	31	42	68
2009	6	1	6	3	12	16	24	36	73
2009	6	1	7	1	8	11	16	27	63
2009	6	1	8	0	0	0	0	6	33
2009	6	1	99	7	17	22	27	38	57
2009	6	2	1	9	36	46	55	64	78
2009	6	2	2	18	26	32	36	41	70
2009	6	2	3	6	18	21	25	31	58
2009	6	2	4	4	15	21	24	29	42
2009	6	2	5	8	14	18	23	28	40
2009	6	2	6	5	10	14	17	20	30
2009	6	2	7	0	7	11	13	21	39
2009	6	2	8	0	0	0	0	0	45
2009	6	2	99	11	16	19	23	29	35
2009	6	3	1	0	0	0	26	100	100
2009	6	3	2	6	18	22	28	38	100
2009	6	3	3	2	9	12	14	23	41
2009	6	3	4	3	7	10	12	17	36
2009	6	3	5	2	6	8	10	12	22
2009	6	3	6	0	3	5	6	7	16
2009	6	3	7	0	0	2	4	7	25
2009	6	3	8	0	0	0	0	0	37
2009	6	3	99	4	8	9	12	15	21
2009	6	99	1	22	41	51	57	64	78
2009	6	99	2	18	26	29	34	40	75
2009	6	99	3	6	16	18	23	27	48
2009	6	99	4	6	12	16	20	26	41
2009	6	99	5	7	11	15	19	23	32
2009	6	99	6	5	8	12	15	21	34
2009	6	99	7	1	8	10	14	17	31
2009	6	99	8	0	0	0	0	6	26
2009	6	99	99	9	13	15	21	25	34
2009	99	1	1	0	45	55	65	71	100
2009	99	1	2	7	32	42	49	55	72
2009	99	1	3	0	22	32	40	51	83
2009	99	1	4	0	20	31	37	46	67
2009	99	1	5	2	19	24	29	33	43
2009	99	1	6	6	11	16	22	29	50
2009	99	1	7	2	9	11	16	21	32
2009	99	1	8	0	0	0	0	5	20
2009	99	1	99	9	15	21	26	31	40
2009	99	2	1	17	38	47	53	59	78
2009	99	2	2	13	26	29	33	37	46
2009	99	2	3	9	17	20	26	28	42
2009	99	2	4	7	14	17	22	26	36
2009	99	2	5	6	12	15	19	22	30
2009	99	2	6	4	8	11	14	18	28
2009	99	2	7	3	5	9	11	16	27
2009	99	2	8	0	0	0	0	3	100
2009	99	2	99	10	14	16	21	25	30
2009	99	3	1	0	0	0	25	100	100
2009	99	3	2	5	17	23	30	39	100
2009	99	3	3	4	12	14	18	21	34
2009	99	3	4	2	7	9	11	13	22
2009	99	3	5	2	6	7	9	11	17
2009	99	3	6	1	3	5	6	7	11
2009	99	3	7	0	1	3	5	7	12
2009	99	3	8	0	0	0	0	0	28
2009	99	3	99	4	7	8	11	13	18
2009	99	99	1	19	41	51	56	62	73
2009	99	99	2	14	26	30	33	39	46
2009	99	99	3	11	16	19	23	27	39
2009	99	99	4	7	11	15	19	22	34
2009	99	99	5	6	10	13	17	20	26
2009	99	99	6	5	8	10	14	18	24
2009	99	99	7	4	6	9	12	15	24
2009	99	99	8	0	0	0	2	4	22
2009	99	99	99	9	12	14	19	23	28
2010	1	1	1	0	41	53	69	78	100
2010	1	1	2	0	39	46	54	60	100
2010	1	1	3	0	26	31	45	52	91
2010	1	1	4	0	24	30	36	51	65
2010	1	1	5	0	19	24	32	38	54
2010	1	1	6	9	14	19	24	30	47
2010	1	1	7	1	9	14	19	30	58
2010	1	1	8	0	0	0	0	0	39
2010	1	1	99	6	18	23	28	33	49
2010	1	2	1	7	41	49	57	63	77
2010	1	2	2	13	28	34	40	44	65
2010	1	2	3	6	18	23	27	31	43
2010	1	2	4	6	14	18	22	27	39
2010	1	2	5	5	12	15	16	23	32
2010	1	2	6	5	8	11	14	18	27
2010	1	2	7	0	6	9	13	19	26
2010	1	2	8	0	0	0	0	12	100
2010	1	2	99	8	15	17	21	25	33
2010	1	3	1	0	0	0	55	100	100
2010	1	3	2	0	21	26	31	35	68
2010	1	3	3	3	13	18	21	26	45
2010	1	3	4	0	7	9	10	13	22
2010	1	3	5	0	5	6	9	11	22
2010	1	3	6	0	3	4	6	8	26
2010	1	3	7	0	0	2	6	7	23
2010	1	3	8	0	0	0	0	0	6
2010	1	3	99	2	8	9	10	12	18
2010	1	99	1	15	43	52	58	63	83
2010	1	99	2	20	30	34	39	46	57
2010	1	99	3	10	20	23	27	31	41
2010	1	99	4	8	11	14	20	24	34
2010	1	99	5	7	11	13	15	21	27
2010	1	99	6	6	8	11	14	18	28
2010	1	99	7	3	7	11	15	18	29
2010	1	99	8	0	0	0	0	5	29
2010	1	99	99	8	13	15	19	24	32
2010	6	1	1	0	47	73	87	100	100
2010	6	1	2	0	24	44	54	70	100
2010	6	1	3	0	28	41	49	66	100
2010	6	1	4	0	26	40	51	63	100
2010	6	1	5	0	21	29	42	48	69
2010	6	1	6	0	15	19	27	34	54
2010	6	1	7	4	11	14	19	29	64
2010	6	1	8	0	0	0	0	0	17
2010	6	1	99	8	20	24	33	38	49
2010	6	2	1	22	45	55	66	77	92
2010	6	2	2	18	29	33	39	44	76
2010	6	2	3	11	21	25	31	35	43
2010	6	2	4	9	18	24	27	32	44
2010	6	2	5	9	16	20	24	32	47
2010	6	2	6	0	12	15	20	24	37
2010	6	2	7	0	9	10	15	21	31
2010	6	2	8	0	0	0	0	0	100
2010	6	2	99	13	18	21	26	32	39
2010	6	3	1	0	0	0	100	100	100
2010	6	3	2	11	20	27	36	42	89
2010	6	3	3	3	13	16	20	24	36
2010	6	3	4	0	9	11	15	17	43
2010	6	3	5	1	8	9	12	14	24
2010	6	3	6	0	3	5	7	10	24
2010	6	3	7	0	0	0	4	6	22
2010	6	3	8	0	0	0	0	0	47
2010	6	3	99	6	9	11	14	17	20
2010	6	99	1	14	50	57	69	80	92
2010	6	99	2	21	29	34	38	42	72
2010	6	99	3	14	18	23	27	30	40
2010	6	99	4	6	16	19	21	25	58
2010	6	99	5	6	14	15	21	26	36
2010	6	99	6	4	11	13	18	22	31
2010	6	99	7	3	8	11	15	22	29
2010	6	99	8	0	0	0	0	2	12
2010	6	99	99	9	15	17	23	27	33
2010	99	1	1	0	46	63	72	78	100
2010	99	1	2	0	39	46	53	59	93
2010	99	1	3	15	32	37	48	55	100
2010	99	1	4	0	26	33	41	51	80
2010	99	1	5	6	21	28	34	37	49
2010	99	1	6	5	15	18	26	31	46
2010	99	1	7	5	11	15	18	26	50
2010	99	1	8	0	0	0	0	3	22
2010	99	1	99	7	20	22	30	35	47
2010	99	2	1	28	44	53	60	68	81
2010	99	2	2	21	30	34	40	42	51
2010	99	2	3	15	21	24	28	31	41
2010	99	2	4	8	16	20	24	28	37
2010	99	2	5	9	15	17	20	25	35
2010	99	2	6	7	10	12	16	21	26
2010	99	2	7	0	7	10	14	19	25
2010	99	2	8	0	0	0	0	9	100
2010	99	2	99	11	16	18	24	27	34
2010	99	3	1	0	0	0	100	100	100
2010	99	3	2	14	21	28	34	42	89
2010	99	3	3	3	13	17	20	25	40
2010	99	3	4	5	8	10	13	16	20
2010	99	3	5	2	6	9	10	11	22
2010	99	3	6	0	3	5	7	9	25
2010	99	3	7	0	1	3	5	6	17
2010	99	3	8	0	0	0	0	0	27
2010	99	3	99	6	9	10	12	15	19
2010	99	99	1	30	45	54	62	69	83
2010	99	99	2	22	30	34	40	44	57
2010	99	99	3	15	19	23	27	31	39
2010	99	99	4	10	14	16	21	25	36
2010	99	99	5	6	13	15	18	22	29
2010	99	99	6	5	10	12	15	20	28
2010	99	99	7	4	8	11	14	20	27
2010	99	99	8	0	0	0	2	4	14
2010	99	99	99	8	14	16	21	25	31
2011	1	1	1	0	46	61	74	86	100
2011	1	1	2	0	31	44	54	63	84
2011	1	1	3	0	23	38	48	58	100
2011	1	1	4	0	18	30	38	57	100
2011	1	1	5	0	22	26	33	40	55
2011	1	1	6	5	19	28	31	38	74
2011	1	1	7	3	13	17	23	29	62
2011	1	1	8	0	0	0	0	0	100
2011	1	1	99	6	22	28	32	38	48
2011	1	2	1	24	49	60	68	74	90
2011	1	2	2	17	31	39	44	50	60
2011	1	2	3	13	20	25	28	32	43
2011	1	2	4	9	15	20	25	29	38
2011	1	2	5	7	13	17	19	23	30
2011	1	2	6	4	11	13	16	21	31
2011	1	2	7	1	6	11	14	19	29
2011	1	2	8	0	0	0	0	0	45
2011	1	2	99	9	15	19	22	28	33
2011	1	3	1	0	0	0	0	51	100
2011	1	3	2	0	25	32	42	54	74
2011	1	3	3	0	15	20	23	27	50
2011	1	3	4	0	7	11	14	19	29
2011	1	3	5	2	6	8	9	14	24
2011	1	3	6	0	4	6	8	11	26
2011	1	3	7	0	2	4	6	10	29
2011	1	3	8	0	0	0	0	0	4
2011	1	3	99	5	9	10	12	15	20
2011	1	99	1	28	50	62	67	74	86
2011	1	99	2	19	32	41	45	51	64
2011	1	99	3	12	20	25	29	32	43
2011	1	99	4	8	15	18	21	26	37
2011	1	99	5	6	11	16	17	22	29
2011	1	99	6	5	10	14	17	21	31
2011	1	99	7	3	8	12	15	19	29
2011	1	99	8	0	0	0	0	0	24
2011	1	99	99	8	14	17	21	25	33
2011	6	1	1	0	0	64	82	100	100
2011	6	1	2	0	29	41	58	75	100
2011	6	1	3	0	24	42	56	81	100
2011	6	1	4	0	13	41	49	65	100
2011	6	1	5	0	23	31	42	54	78
2011	6	1	6	9	21	27	36	43	62
2011	6	1	7	2	10	14	18	25	47
2011	6	1	8	0	0	0	0	0	100
2011	6	1	99	11	21	27	33	42	60
2011	6	2	1	30	47	55	68	78	100
2011	6	2	2	17	34	39	46	50	74
2011	6	2	3	15	23	28	33	36	52
2011	6	2	4	10	19	23	32	35	46
2011	6	2	5	11	17	21	26	33	43
2011	6	2	6	7	13	17	21	26	38
2011	6	2	7	0	9	13	17	21	31
2011	6	2	8	0	0	0	0	0	100
2011	6	2	99	13	19	22	27	34	45
2011	6	3	1	0	0	0	0	57	100
2011	6	3	2	17	27	35	40	48	60
2011	6	3	3	7	14	20	25	29	66
2011	6	3	4	0	8	11	15	19	33
2011	6	3	5	3	8	10	12	16	26
2011	6	3	6	0	5	7	9	11	22
2011	6	3	7	0	1	4	7	10	20
2011	6	3	8	0	0	0	0	0	29
2011	6	3	99	7	10	13	16	19	24
2011	6	99	1	26	49	57	69	80	100
2011	6	99	2	25	33	38	43	50	66
2011	6	99	3	15	22	25	29	35	67
2011	6	99	4	9	15	19	25	29	48
2011	6	99	5	8	14	17	22	29	38
2011	6	99	6	6	13	16	19	25	35
2011	6	99	7	3	8	10	15	19	33
2011	6	99	8	0	0	0	0	4	35
2011	6	99	99	11	16	18	24	30	39
2011	99	1	1	0	51	63	76	84	100
2011	99	1	2	7	29	44	55	62	84
2011	99	1	3	0	29	40	48	56	84
2011	99	1	4	0	27	36	45	57	100
2011	99	1	5	14	25	30	34	42	56
2011	99	1	6	12	20	28	32	39	59
2011	99	1	7	6	11	17	21	27	43
2011	99	1	8	0	0	0	0	2	100
2011	99	1	99	11	22	28	32	38	50
2011	99	2	1	30	52	59	63	72	93
2011	99	2	2	21	34	39	44	49	67
2011	99	2	3	13	23	26	29	32	44
2011	99	2	4	13	16	22	27	30	40
2011	99	2	5	9	15	19	22	26	35
2011	99	2	6	7	13	15	18	24	29
2011	99	2	7	1	7	12	15	20	27
2011	99	2	8	0	0	0	0	4	75
2011	99	2	99	12	17	21	24	29	35
2011	99	3	1	0	0	0	0	58	100
2011	99	3	2	18	27	36	40	47	57
2011	99	3	3	9	16	20	25	28	47
2011	99	3	4	0	9	11	15	18	28
2011	99	3	5	3	8	10	11	14	22
2011	99	3	6	1	5	6	8	10	24
2011	99	3	7	0	2	4	7	9	16
2011	99	3	8	0	0	0	0	0	9
2011	99	3	99	7	10	11	14	17	22
2011	99	99	1	36	52	62	67	72	88
2011	99	99	2	21	34	38	46	50	62
2011	99	99	3	14	22	26	28	33	40
2011	99	99	4	10	14	18	24	28	38
2011	99	99	5	8	13	16	20	23	33
2011	99	99	6	7	12	14	18	23	31
2011	99	99	7	5	9	12	16	20	28
2011	99	99	8	0	0	0	1	4	19
2011	99	99	99	10	14	18	24	27	34
